Index,Year,Name,RuTerm,RuTerm_filtered,YAKE
1,2013,Adrova,"scrypt, размер блока, рисунок, хеширование, соль, пароль, sha512, gost, уникальная соль, радужные таблица","размер блока, рисунок, хеширование, соль, пароль, уникальная соль, радужные таблица, данный случай, время хеширования, перебор","хеширования, алгоритмов хеширования, SCRYPT, паролей, раундов, алгоритмов, BCRYPT, Полежаев Оренбургский, GOST, Алгоритм"
2,2013,Aksarin,"интернет, новая сцена, театр, александринский театр, открытие, зритель, спектакль, театральное представление, новые технологии, экран","интернет, новая сцена, театр, александринский театр, открытие, зритель, спектакль, театральное представление, новые технологии, экран","Новой сцены, сцены Александринского, Александринского театра, Новой, интернет, сцены, открытии Новой, театра, сети интернет, Александринского"
3,2013,Arzumanyan,"онтология, концептуальные карты, знания, необходимость, визуализация, такой образ, концептуальное моделирование, компьютерные науки, развитие, поиск","онтология, концептуальные карты, знания, необходимость, визуализация, такой образ, концептуальное моделирование, компьютерные науки, развитие, поиск","информации, Онтологии, концептуальных карт, концептуальных, области, предметной области, восприятие информации, представления, поиска, структуризации информации"
4,2013,Bershadskaya,"электронное правительство, рои, портал, социальные сети, социальные медиа, российская общественная инициатива, государственные услуги, документы, исследуемая тематика, результат","электронное правительство, портал, социальные сети, социальные медиа, российская общественная инициатива, государственные услуги, документы, исследуемая тематика, результат, работа","электронного правительства, электронного, правительства, социальных медиа, услуг электронного, социальных, услуг, социальных сетей, государственных услуг, РОИ"
5,2013,Bikkulov,"подростковые самоубийства, социальные сети, самоубийство, социальные медиа, 100 тысяч, сми, россия, подростки, месяц, время","подростковые самоубийства, социальные сети, самоубийство, социальные медиа, россия, подростки, месяц, время, подростковые самоубийство, среднее","подростковых самоубийств, самоубийств, социальных медиа, социальных, подростковых, социальных сетях, сообщений, СМИ, самоубийств среди, медиа"
6,2013,Bogomolova,"государственное управление, предметная область, социальные услуги, россия, социальная помощь, форма, термины, онтология, соответствие, работа","государственное управление, предметная область, социальные услуги, россия, социальная помощь, форма, термины, онтология, соответствие, работа","предметной области, государственного управления, онтологии, государственное управление, управления, статистического наблюдения, УИС РОССИЯ, области, онтологии предметной, показателей"
7,2013,Bogoraz,"проникновение, тестирование, прочность, документ, тесты, методика, межсетевые экраны, атака, данная методика, система","проникновение, тестирование, прочность, документ, тесты, методика, межсетевые экраны, атака, данная методика, система","проникновение, тестов, безопасности, тестирования, уязвимостей, проведения тестов, Security Testing, Digital Security, Security, оценки"
8,2013,Bolgov,"электронная демократия, электронное участие, граждане, россия, разные страны, обратная связь, опросы, общественное мнение, эксперты, сша","электронная демократия, электронное участие, граждане, россия, разные страны, обратная связь, опросы, общественное мнение, эксперты, страны","электронной демократии, электронного участия, демократии, электронной, электронного, участия, механизмов электронной, России, разных странах, электронного правительства"
9,2013,Boyarsky,"слово, предложения, предлог, существительное, словосочетание, х, класс, наречие, словарь, прилагательное","слово, предложения, предлог, существительное, словосочетание, класс, наречие, словарь, прилагательное, слова","слова, омонимии, слов, слово, анализа, предложения, словосочетание, существительное, является, SemSin"
10,2013,Boykov,"примеры, термин, тезаурус, поэтология, поле, стих, метрика, художественная речь, часть, целое","примеры, термин, тезаурус, поэтология, поле, стих, метрика, художественная речь, часть, целое","Тезауруса, термина, Стих, поэтологии, III, Примеры, ТСТ, стопный стих, равносложный стих, Поля ТСТ"
11,2013,Brodovskaya,"in the article analyzes the characteristics of the perception of the russian users of political subjectivity in the internet space, identifies the major trends in the global network of political functions in modern russia, the political subjectivity of the russians in the perception of internet users, results of the within the framework of world internet project-2012 e.v, realized the sholokhov moscow state university for the humanities, brodovskaya the article reflects some results of the research, world internet project in russia",,"World Internet, The, Internet, Internet Project, World, the within, within the, the framework, the Internet, the perception"
12,2013,Brodovskaya,"статья, реализованный московский государственный гуманитарные университет имени, world internet project in russia, основные тенденции развития, некоторые результаты исследования, современная россия, российские пользователи, политические функции, политическая субъектность, особенности восприятия","статья, реализованный московский государственный гуманитарные университет имени, основные тенденции развития, некоторые результаты исследования, современная россия, российские пользователи, политические функции, политическая субъектность, особенности восприятия, глобальная сеть","World Internet, Internet Project, реализованного Московским, Московским государственным, результаты исследования, отражены некоторые, некоторые результаты, государственным гуманитарным, гуманитарным университетом, университетом имени"
13,2013,Brodovskaya,"интернет, глобальная сеть, россияне, респонденты, позиция, политические функции, политическая субъектность, пространство, отношение, возраст","интернет, глобальная сеть, россияне, респонденты, позиция, политические функции, политическая субъектность, пространство, отношение, возраст","глобальной сети, политической субъектности, Интернет, Интернете, Интернета, россиян, пространстве Интернет, глобальной, политической, действия властей"
14,2013,Chirkin,"страница, навигация, гиперссылка, переход, неструктурированные источники, статья, сайт, проблема, практика, информация","страница, навигация, гиперссылка, переход, неструктурированные источники, статья, сайт, проблема, практика, информация","данных, например, извлечения данных, страницы, извлечения, извлечение, сайта, data, страниц, следует"
15,2013,Chizhik,"интернет, сеть, сайт, мультимедийный продукт, случай, целевая аудитория, продукт, рекламная акции, качество, потенциальные клиенты","интернет, сеть, сайт, мультимедийный продукт, случай, целевая аудитория, продукт, рекламная акции, качество, потенциальные клиенты","сети Интернет, сети, Интернет, продукта, информации, является, мультимедийного продукта, Необходимо отметить, рекламной акции, случае"
16,2013,Dyakova,"электронное правительство, китай, индекс развития, система, регионы, переход, человеческое капитал, информационные технологии, государственное управление, сфера","электронное правительство, китай, индекс развития, система, регионы, переход, человеческое капитал, информационные технологии, государственное управление, сфера","электронного правительства, Китае, развития электронных, развития, правительства, электронного, электронных услуг, развития человеческого, индексу развития, власти"
17,2013,Evtushenko,"число, стандарты, государство, изменения, процессно-проектное управление, все уровни, функции, процессы, главное, возможность","число, стандарты, государство, изменения, процессно-проектное управление, функции, процессы, главное, возможность, централизованная функциональная архитектура","управления, системы управления, системы, числе, процессов, система, процессно-проектного управления, управления изменениями, систем, дальнейшем"
18,2013,Gorelik,"пользователь, паспорт, система, регистрация, электронная регистрация паспорта, услуги, уполномоченный оператор, фотокарточка, использование, электронная регистрация","пользователь, паспорт, система, регистрация, электронная регистрация паспорта, услуги, уполномоченный оператор, фотокарточка, использование, электронная регистрация","регистрации, регистрации паспорта, паспорта, электронной регистрации, пользователя, электронной, Процедура регистрации, процессе регистрации, Процедура, Введение Стремление"
19,2013,Grigorieva,"пожилые люди, икт, пенсия, пенсионеры, обучение, работа, социальные сети, число, социальное исключение, россия","пожилые люди, пенсия, пенсионеры, обучение, работа, социальные сети, число, социальное исключение, россия, люди","пожилых, пожилых людей, ИКТ, обучение пожилых, пожилых ИКТ, социальных, социального исключения, обучение, России, людей"
20,2013,Grigoryuk,"база данных, данные, управление, помощь, поиск, основа, анализ, структурная схема, настоящее время, фактор","база данных, данные, управление, помощь, поиск, основа, анализ, структурная схема, настоящее время, фактор","данных, базе данных, данными, Модель данных, Брагинская Институт, Google Maps, Модель, анализа, данные, экспериментов"
21,2013,Ivanchenko,"студенты, преподаватели, мобильные устройства, мобильные технологии, сервисы, использование, сравнение, сервис, внедрение, образовательный процесс","студенты, преподаватели, мобильные устройства, мобильные технологии, сервисы, использование, сравнение, сервис, внедрение, образовательный процесс","мобильных устройств, мобильных технологий, мобильных, студентов, преподавателей, устройств, среди преподавателей, технологий, среди студентов, применения мобильных"
22,2013,Ivanko,"mfccs, система, раздел, vad, результирующий вектор, используемые признаки, рисунок, признаки, вектор, задача идентификации языка","система, раздел, результирующий вектор, используемые признаки, рисунок, признаки, вектор, задача идентификации языка, экспериментальная модель, данная область","Shifted Delta, Delta Cepstra, SDC, признаков SDC, идентификации языка, признаков, VAD, MFCCs, языка, СИЯ"
23,2013,Juk,"социальные сети, антипиратский закон, сеть, информация, изменения, социальные сеть, информационные технологии, число, фильмы, исследование","социальные сети, антипиратский закон, сеть, информация, изменения, социальные сеть, информационные технологии, число, фильмы, исследование","социальных сетей, сети, социальные сети, социальных, социальных сетях, информации, Антипиратский закон, исследования, Антипиратский, сетей"
24,2013,Karbovskii,"экстремальные ситуации, персональная поддержка принятия решений, чрезвычайная ситуация, такой образ, рис, основа, действия, чрезвычайные ситуации, облачные технологии, настоящее время","экстремальные ситуации, персональная поддержка принятия решений, чрезвычайная ситуация, такой образ, основа, действия, чрезвычайные ситуации, облачные технологии, настоящее время, искусственное общество","ММС, экстремальных ситуациях, ситуациях, пользователей ММС, экстремальных, принятия решений, эвакуации, населения, чрезвычайных ситуациях, ситуации"
25,2013,Karnup,"интернет, русский язык, частота, английский язык, сеть, такой образ, twitter, твиттер, заимствование, частота словоформ","интернет, русский язык, частота, английский язык, сеть, такой образ, твиттер, заимствование, частота словоформ, межличностный общение","сети Интернет, Интернет, общения, сети, Twitter, русский язык, языка, английского языка, коммуникации, микроблогов Twitter"
26,2013,Koltsova,"количество, посты, темы, тексты, автор, пост, авторы, количество постов, группа, блогеры","количество, посты, темы, тексты, автор, пост, авторы, количество постов, группа, блогеры","постов, количество, Количество комментариев, комментариев, количество постов, блоггеров, распределения, темы, темам, LDA"
27,2013,Kovalevsky,"активная сейсмология, ран, область, научные исследования, информационная система, база данных, пользователи, возможность, мощные сейсмические вибраторы, экспериментальные данные","активная сейсмология, область, научные исследования, информационная система, база данных, пользователи, возможность, мощные сейсмические вибраторы, экспериментальные данные, файловый архив","Активная сейсмология, активной сейсмологии, Активная, области активной, сейсмология, РАН, данных, научных исследований, исследований, активной"
28,2013,Lipuntsov,"сущность, учебное план, основа, управление, рисунок, данные, статистические данные, предметная область, образовательное учреждение, баллы","сущность, учебное план, основа, управление, рисунок, данные, статистические данные, предметная область, образовательное учреждение, баллы","данных, модели данных, открытых данных, обмена, статистических данных, области, модели, проекта, сущности, предметной области"
29,2013,Lyapin,"одиночество, сервисы, факт, термины, ресурсы, электронная библиотека, поиск, термин, друг, абзацы","одиночество, сервисы, факт, термины, ресурсы, электронная библиотека, поиск, термин, друг, абзацы","библиотеки, полнотекстового поиска, поиска, например, электронной библиотеки, абзацев, запроса, полнотекстовой библиотеки, одиночество, сервисов"
30,2013,Markarova,"образование, информация, электронная библиотека, информационное общество, создание, библиотека, время, информационные объекты, разработка, развитие","образование, информация, электронная библиотека, информационное общество, создание, библиотека, время, информационные объекты, разработка, развитие","информации, информационного общества, образования, электронной библиотеки, информационного, системы, библиотеки, управления, образовательных, обработки информации"
31,2013,Masloboev,"региональная безопасность, миас, безопасность, создание, реализация, основа, качество, кризисные ситуации, управление, система","региональная безопасность, миас, безопасность, создание, реализация, основа, качество, кризисные ситуации, управление, система","МИАС БВР, управления безопасностью, поддержки управления, управления, региональной безопасности, задач управления, управления региональной, безопасности, МИАС, БВР"
32,2013,Mbogo,"открытый доступ, информационное общество, решение, исследователи, информация, система ojs, научные исследования, берлинская декларация, возможность, статья","открытый доступ, информационное общество, решение, исследователи, информация, научные исследования, берлинская декларация, возможность, статья, система","Open Archives, Archives Initiative, информационного общества, научных, Open, научной, исследований, научных исследований, информационных систем, информации"
33,2013,Moiseichev,"свободные лицензии, россия, авторское право, рамки, свободные лицензия, открытые инновации, модель, открытые образовательные ресурсы, материалы, развитие","свободные лицензии, россия, авторское право, рамки, свободные лицензия, открытые инновации, модель, открытые образовательные ресурсы, материалы, развитие","Creative Commons, свободных лицензий, Лицензии Creative, Creative, Commons, лицензий, Свободные лицензии, свободных, лицензии, России"
34,2013,Novolodskaya,"сеть, человек, текст, слово, мир, интернет, общество, автор, способы, смена","сеть, человек, текст, слово, интернет, общество, автор, способы, смена, ризом","сети, человека, культуры, становится, сети Интернет, пространстве Сети, Иоанном Гутенбергом, глобальной сети, новые, информации"
35,2013,Peskova,"провайдер, облачные технологии, облака, клиент, инфраструктура, целевая аудитория, степень полезности, степень зрелости, технологии, рынок","провайдер, облачные технологии, облака, клиент, инфраструктура, целевая аудитория, степень полезности, степень зрелости, технологии, рынок","облачных, безопасности, облачных вычислений, данных, облачных технологий, облако, степень, Степень полезности, Service, Cloud"
36,2013,Pijavskij,"фактографическая информация, кластер, атбд, таблица, лексемы, описание, пополнение, основа, поиск, использование","фактографическая информация, кластер, атбд, таблица, лексемы, описание, пополнение, основа, поиск, использование","фактографической информации, информации, фактографической, лексем, атомов, поиска фактографической, кластера, АтБД, поиска, виде"
37,2013,Platonov,"ран, интернет, сайт, анализ, дальневосточный отделение ран, такой образ, наличие, официальное сайт института, дальневосточный геологический институт, научное институт","интернет, сайт, анализ, такой образ, наличие, официальное сайт института, дальневосточный геологический институт, научное институт, работа, наумова","ДВО РАН, РАН, отделения РАН, Дальневосточного отделения, научных, Интернет, ДВО, сайта, Cybermetrics Lab, Института"
38,2013,Prokudin,"информационное общество, электронное государство, государственные услуги, российская федерация, информационно-коммуникационные технологии, интернет, электронное правительство, формирование, сеть, разработка","информационное общество, электронное государство, государственные услуги, российская федерация, информационно-коммуникационные технологии, интернет, электронное правительство, формирование, сеть, разработка","Российской Федерации, электронного государства, государственных услуг, Информационное общество, электронного правительства, сети Интернет, электронного, услуг, государственной власти, концепции электронного"
39,2013,Ruzanova,"карелия, муниципальные услуги, электронное правительство, республика, развитие, электронный вид, органы, работа, российская федерация, создание","карелия, муниципальные услуги, электронное правительство, республика, развитие, органы, работа, российская федерация, создание, местное самоуправление","Республики Карелия, муниципальных услуг, Карелия, Республики, власти Республики, услуг Республики, услуг, Правительства Республики, государственных услуг, электронного правительства"
40,2013,Shubinskiy,"интернет, сеть, дети, система, список, школа, цаир, родители, годы, чёрный список","интернет, сеть, дети, система, список, школа, цаир, родители, годы, чёрный список","сети Интернет, Интернет, сети, детей, интернете, Системы, курса, курс, информации, ЦАИР"
41,2013,Shustrova,"зритель, театр, опера, интернет, электронные технологии, работа, актёры, современное театр, новые технологии, грэм вик","зритель, театр, опера, интернет, электронные технологии, работа, актёры, современное театр, новые технологии, сцена","театра, Театр, современного театра, Новые, Грэм Вик, технологии, спектакля, виртуальный театр, Новые технологии, Виртуальные технологии"
42,2013,Sidorova,"сайты, информация, алтайский край, сайт, органы власти, официальные сайты, мониторинг, региональные органы власти, сведение, российская федерация","сайты, информация, алтайский край, сайт, органы власти, официальные сайты, мониторинг, региональные органы власти, сведение, российская федерация","органов власти, власти, органов, сайтов, Алтайского края, власти Алтайского, региональных органов, сайтов органов, информации, Алтайского"
43,2013,Solovjova,"обучение, учебное материал, преподаватели, создание, учебные материалы, использование, учебный скринкаста, данная статья, учёт, студенты","обучение, учебное материал, преподаватели, создание, учебные материалы, использование, учебный скринкаста, данная статья, учёт, студенты","учебного материала, учебных материалов, материалов, учебного, дидактических материалов, материала, преподавателей, учебных, ООД, создания мультимедийных"
44,2013,Talbonen,"текстовая информация, коллекция изображений, помощь, основа, поиск, экспертное оценивание, текстовая коллекция, программный комплекс, изображения, цифровые исторические коллекции","текстовая информация, коллекция изображений, помощь, основа, поиск, экспертное оценивание, текстовая коллекция, программный комплекс, изображения, цифровые исторические коллекции","коллекции, коллекции изображений, изображений, поиска, Выполнять, Рогов Петрозаводский, программный комплекс, основе, помощью, информации"
45,2013,Tolstikova,"интернет, социальные сети, м, социальное взаимодействие, коммуникация, информация, эффективная коммуникация, формирование, рамки, проблемы","интернет, социальные сети, социальное взаимодействие, коммуникация, информация, эффективная коммуникация, формирование, рамки, проблемы, одна сторона","социального взаимодействия, коммуникации, социальных сетей, социальных, социального, взаимодействия, Интернет, общения, жизни, культуры"
46,2013,Trakhtenberg,"портал, услуги, граждане, участники, пользователи, электронный вид, государственные услуги, запись, электронные услуги, получение","портал, услуги, граждане, участники, пользователи, государственные услуги, запись, электронные услуги, получение, врач","государственных услуг, услуг, Портал государственных, муниципальных услуг, государственных, электронном виде, Портал, услуги, портала, исследования"
47,2013,Voroshilov,"преподаватель, студенты, фактографическая информация, студент, использование, курсовая работа, фактографический поиск, этап, система, количество","преподаватель, студенты, фактографическая информация, студент, использование, курсовая работа, фактографический поиск, этап, система, количество","фактографической информации, работы, студентов, курсовой работы, информации, студента, работы студента, фактографической, работы студентов, самостоятельной работы"
48,2013,Yakushev,"пользователи, социальная сеть, связь, реальный мир, связи, признаки, сеть, социальные сети, признак, коэффициент","пользователи, социальная сеть, связь, связи, признаки, сеть, социальные сети, признак, коэффициент, жаккара","социальной сети, сети, пользователей, связей, реальном мире, социальной, данных, сети Vkontakte, Знакомы, реальном"
49,2013,Zakharkina,"проект, культурное наследие, контент, функциональность, ресурс, дальнейшее развитие, рамки, проекты, портал, cms","проект, культурное наследие, контент, функциональность, ресурс, дальнейшее развитие, рамки, проекты, портал, мультимедийная информационная система","информационных систем, CMS, материалов, реализации, культурного наследия, дальнейшего развития, контента, проекта, разработки, ресурса"
50,2013,Zakharkina_Mbogo,"технологии, проект, виртуальная лаборатория, реализация, контент, такой образ, функциональность, категория, категории, использование","технологии, проект, виртуальная лаборатория, реализация, контент, такой образ, функциональность, категория, категории, использование","проекта, проектов, Drupal, реализации, творческих проектов, является, творческих, Drupal является, позволяет, возможности"
51,2014,Adaskina,"слово, результаты, алгоритм, семантические классы, релевантные слова, объём, метод, корпус, опорные векторы, каждая итерация","слово, результаты, алгоритм, семантические классы, релевантные слова, объём, метод, корпус, опорные векторы, каждая итерация","слов, релевантных слов, слова, алгоритма, семантических классов, связи, релевантных, пополнения, Алгоритм, пополнения семантических"
52,2014,Akatkin,"информация, обмен, проблемы, россия, решение, международный обмен, создание, др, таблы, рф","информация, обмен, проблемы, россия, решение, международный обмен, создание, таблы, стратегические информационные системы, настоящая статья","обмена информацией, информацией, обмена, моделей данных, данных, Проблемы, России, проблемы импортозамещения, моделей, информацией США"
53,2014,Balakshina,"российская федерация, федеральное казначейство, кредитные организации, данные, электронный вид, электронные сообщения, ст, обеспечение, наличные, взаимодействие","российская федерация, федеральное казначейство, кредитные организации, данные, электронные сообщения, обеспечение, наличные, взаимодействие, центральный банк, форматы обмена","Российской Федерации, Федерального казначейства, Федерации, Российской, кредитными организациями, обмена, федерального, взаимодействия, казначейства, территории Российской"
54,2014,Baranov,"электронное правительство, ростовская область, граждане, эры, россия, качество, российская федерация, формирование, электронный вид, внедрение","электронное правительство, ростовская область, граждане, россия, качество, российская федерация, формирование, внедрение, местное самоуправление, создание","электронного правительства, Ростовской области, развития электронного, развития, правительства, электронного, Российской Федерации, Ростовской, услуг, области"
55,2014,Belinskaya,"бан, работа, библиотека, российская академия наук, сайт, сохранность, создание, оцифровка, отдел, автоматизация","работа, библиотека, российская академия наук, сайт, сохранность, создание, оцифровка, отдел, автоматизация, центральная библиотека","БАН, академии наук, Российской академии, академии, наук, Российской, системы БАН, РАН, фонд БАН, сайте БАН"
56,2014,Belova,"нижегородская область, интернет, электронный гражданин, компьютерная грамотность, социальные сети, граждане, реклама, проект, сеть, связь","нижегородская область, интернет, электронный гражданин, компьютерная грамотность, социальные сети, граждане, реклама, проект, сеть, связь","Нижегородской области, гражданин Нижегородской, Нижегородской, Электронный гражданин, компьютерной грамотности, Правительство Нижегородской, области, Электронный, сети интернет, проекта"
57,2014,Bogoraz,"социальные сети, социальная сеть, пользователь, социальные сеть, информация, пользователи, сервер, политика конфиденциальности, сеть, доступ","социальные сети, социальная сеть, пользователь, социальные сеть, информация, пользователи, сервер, политика конфиденциальности, сеть, доступ","социальные сети, социальной сети, сети, социальных сетей, социальных сетях, социальных, социальная сеть, пользователя, социальные, социальной"
58,2014,Borisov,"новая сцена, александринский театр, реализация, технологии, интернет, театральные представления, рис, жесты, театральное представление, реальный время","новая сцена, александринский театр, реализация, технологии, интернет, театральные представления, жесты, театральное представление, реальный время, процесс представления","Александринского театра, Новой сцене, Новой, сцене Александринского, театра, Александринского, AXIS, театральных, Wowza Streaming, Интернет"
59,2014,Borisov_Shustrova,"театр, интернет, спектакль, зритель, помощь, спектакли, театральная жизнь, современный театр, технологии, режиссёр","театр, интернет, спектакль, зритель, помощь, спектакли, театральная жизнь, современный театр, технологии, режиссёр","театр, театра, Современный театр, Интернет, разных, спектакля, театральной жизни, жизни, современного театра, помощью"
60,2014,Borisov_Zakharkina,"портал, новая сцена, плеер, возможность, трансляция, многопотоковое онлайн-вещание, александринский театр, технологии, реализация, использование","портал, новая сцена, плеер, возможность, трансляция, многопотоковое онлайн-вещание, александринский театр, технологии, реализация, использование","Новой сцены, трансляции, Новой, плеер, Портал Новой, возможность, Введение Старейший, сцены, портале, портала"
61,2014,Brodovskaya,"клуб, великие книги, школа, жизнь, участники исследования, участники, книги, время, возможность, социальные медиа","клуб, великие книги, школа, жизнь, участники исследования, участники, книги, время, возможность, социальные медиа","Школа великих, великих книг, книг, великих, Школа, исследования, участников, клубе, сообщений, участников исследования"
62,2014,Brodovskaya_Karzubov,"икт, интернет, развитие, индекс, социальные сети, политические системы, глобальная сеть, страна, проект, уровень развития","интернет, развитие, индекс, социальные сети, политические системы, глобальная сеть, страна, проект, уровень развития, сетевая готовность","Интернета, развития Интернета, развития, развития ИКТ, ИКТ, уровень развития, проникновения Интернета, Интернет-коммуникации, политических систем, политических"
63,2014,Brodovskaya_Siniakov,"интернет, жизнь, ценностные стереотипы, ценностные ориентации, семья, респонденты, качество, брак, ценностные ориентация, материальное благополучие","интернет, жизнь, ценностные стереотипы, ценностные ориентации, семья, респонденты, качество, брак, ценностные ориентация, материальное благополучие","ценностных ориентаций, молодежи, сети Интернет, Интернет, ценностных, Интернета, исследования, ценностные, жизни, среди"
64,2014,Chizhik,"сми, интернет, массовая информация, посты, аудитория, читательская аудитория, традиционные сми, пользователи, новости, сеть","интернет, массовая информация, посты, аудитория, читательская аудитория, пользователи, новости, сеть, новые медиа, новые медиа-формы","СМИ, массовой информации, информации, сети Интернет, традиционных СМИ, читательской аудитории, аудитории, сети, аудитории СМИ, Интернет"
65,2014,Chugunov,"электронное правительство, сми, тематический моделирование, тематика, темы, новостные сообщения, перплексити, слова, электронные услуги, повестка дня","электронное правительство, тематический моделирование, тематика, темы, новостные сообщения, перплексити, слова, электронные услуги, кластерный анализ, число","электронного правительства, новостных сообщений, тематического моделирования, правительства, электронного, СМИ, электронных услуг, услуг, анализа, сообщений"
66,2014,Danilina,"произведения, гк рф, авторские тексты, сила, учреждения, 35-фз, цифровая форма, учебные цели, согласие автора, выплаты вознаграждения","произведения, авторские тексты, сила, учреждения, цифровая форма, учебные цели, согласие автора, выплаты вознаграждения, цапенко, произведение","произведения, правовые положения, правовые, автора, авторских текстов, целях, согласия автора, положения, учебных целях, учебных"
67,2014,Dmitrieva,"исполнительная власть, сайт, оценка, федеральные органы, открытость, органы, показатели, экспертная оценка, открытый правительство, основа","исполнительная власть, сайт, оценка, федеральные органы, открытость, органы, показатели, экспертная оценка, открытый правительство, основа","исполнительной власти, органов исполнительной, открытости, власти, органов, органов власти, открытости органов, исполнительной, оценки открытости, федеральных органов"
68,2014,Dyakova,"коррупция, борьба, электронное правительство, информационные технологии, кпк, китай, использование, власть, государственное управление, учёт","коррупция, борьба, электронное правительство, информационные технологии, китай, использование, власть, государственное управление, учёт, необходимость","коррупцией, борьбы, локальная административная, административная традиция, власти, РАН Ссылки, органов власти, управления, электронного правительства, государственного управления"
69,2014,Filchenkov,"социальные медиа, предсказания, задача, выборы, стихийные протесты, результаты, критерий, социальные сети, организованные протесты, протесты","социальные медиа, предсказания, задача, выборы, стихийные протесты, результаты, критерий, социальные сети, организованные протесты, протесты","социальных медиа, социальных, выборов, предсказания, медиа, протестов, результатов выборов, Задача предсказания, является, протесты"
70,2014,Filippova,"сми, массовая коммуникация, бразилия, россия, рекламный рынок, телевидение, интернет, журналы, страны, развитие","массовая коммуникация, бразилия, россия, рекламный рынок, телевидение, интернет, журналы, страны, развитие, информация","массовой коммуникации, СМИ, России, Бразилии, коммуникации, общества, массовой, СМИ России, Аудитории СМИ, развития"
71,2014,Grigoryeva,"пожилые люди, работа, обучение, люди, старение, икт, пожилые икт, назначение пенсии, пенсия, возможность","пожилые люди, работа, обучение, люди, старение, назначение пенсии, пенсия, возможность, старшее возраст, среднее","пожилых ИКТ, пожилых людей, пожилых, ИКТ, людей, возраста, назначения пенсии, Университет ИТМО, работы, назначения"
72,2014,Grokhovskiy,"тип, строка, юникод, таблица, длина, санскр, корпус, уникальный идентификатор, лексическая база, интерфейс","строка, юникод, таблица, длина, санскр, корпус, уникальный идентификатор, лексическая база, интерфейс, тибетская грамматическая традиция","юникоде длиной, тип, тибетской грамматической, строка, тэг, юникоде, грамматической терминологии, TEI, грамматической, данных"
73,2014,Kalinichenko,"прогнозирование, число, спб, государственная власть санкт-петербурга, прогноз, оценка эффективности деятельности органов, социально-экономическое развитие региона, санктпетербург, социально-экономическое развитие санктпетербурга, социологические опросы","прогнозирование, число, государственная власть санкт-петербурга, прогноз, оценка эффективности деятельности органов, социально-экономическое развитие региона, санктпетербург, социально-экономическое развитие санктпетербурга, социологические опросы, основа данных","социально-экономического развития, развития региона, развития, государственной власти, органов государственной, прогнозирования, ИАО, региона, власти Санкт-Петербурга, Санкт-Петербурга"
74,2014,Kanygin,"пользователь, знание, представление, помощь, визуализация, вид, предопределённая структура, язык спецификации, социальное знание, случай","пользователь, знание, представление, помощь, визуализация, предопределённая структура, язык спецификации, социальное знание, случай, правила компиляции","знания, помощью, например, структуры, виде, пользователя, предопределенной структуры, представления, визуализации, управления"
75,2014,Kapterev,"система, профориентация, тест, склонности, разработка, дальнейшая работа, формирование, вид, частность, учёт","система, профориентация, тест, склонности, разработка, дальнейшая работа, формирование, частность, учёт, работа","тестирования, тестов, системы, профориентации, профессионального, профессии, профессий, личности, базы, результатов"
76,2014,Kazakov,"социальные сети, социальная сеть, социальные сетевые сервисы, реальные социальные сети, сервисы, пользователи, современные социальные сетевые сервисы, термин, субъект, система","социальные сети, социальная сеть, социальные сетевые сервисы, реальные социальные сети, сервисы, пользователи, современные социальные сетевые сервисы, термин, субъект, система","социальных сетей, социальных, социальных сетевых, Социальные сети, социальной сети, Интернет, реальных социальных, социальных интернет, Социальные, сервисов"
77,2014,Kolodin,"участники, тестирование, система, результаты, анкетирование, работа, клиенты, результат, доступ, анализ","участники, тестирование, система, результаты, анкетирование, работа, клиенты, результат, доступ, анализ","системы, опросов, проведения опросов, отчётов, данных, работы, отчёт, результаты, сервиса, Российской Академии"
78,2014,Koltsov,"тема, жж, слово, тематический моделирование, слова, тексты, модель, документ, социальные сети, темы","тема, слово, тематический моделирование, слова, тексты, модель, документ, социальные сети, темы, страна","тематического моделирования, текстов, корпуса текстов, темы, слов, Живого Журнала, слова, моделирования, корпуса, тематического"
79,2014,Koshcheeva,"глагол, учёт, устойчивые словосочетания, глагольно-именные словосочетания, выделение коллокаций, текст, контекст, частеречной принадлежность коллоката, увеличение ширины контекста, русский язык","глагол, учёт, устойчивые словосочетания, глагольно-именные словосочетания, выделение коллокаций, текст, контекст, частеречной принадлежность коллоката, увеличение ширины контекста, русский язык","выполнять, словосочетаний, глагольно-именных словосочетаний, глагола выполнять, устойчивых словосочетаний, выделения, глагола, частеречной принадлежности, глагольно-именных, коллоката"
80,2014,Kudinov,"электронное участие, аис, красивый петербург, мобильные технологии, помощь, граждане, мобильные устройства, государственная власть, городская среда, красивыйпетербург.рф","электронное участие, красивый петербург, мобильные технологии, помощь, граждане, мобильные устройства, государственная власть, городская среда, городские проблемы, решение","электронного участия, Красивый Петербург, электронного, участия, граждан, механизмов электронного, мобильных, АИС, Красивый, мобильных технологий"
81,2014,Kulik,"государство, граждане, общество, сша, демократия, сетевое общество, правление, интересы, социальные сети, участие","государство, граждане, общество, демократия, сетевое общество, правление, интересы, социальные сети, участие, россия","общества, демократии, власти, США, правления, граждан, партийной демократии, партии, сетевого общества, государства"
